"site_date_key","lat","lon","sample_date","salinity","temperature","sample_trip","notes","drop_processing.species_code","wrapping_inventory.tray_code","wrapping_inventory.vial_code","d13C","d15N","d34S","Concd13C","Concd15N","Concd34S","edge_man","edge_mar","edge_l.mangrove","edge_l.marsh","land_water_ratio","edge_perc"
"22dc2bdf",29.16055,-90.2458,2022-09-29 07:29:00,20.2,23.7,2209,NA,"PENSETS","b19292a6_2025-T4","1f14951cc",-17.9129888729525,6.49263562426187,5.53835993943281,47.5947599763845,12.0486426422658,1.04638665980462,0.0026949561450818,0.472290842441976,0.0056737615168675,0.994326238483132,0.787709293673085,0.474985798587058
"c5ec5e0f",29.12664,-90.1683,2022-09-26 09:36:00,21.6,31.9,2209,NA,"PENSETS","010139743_2024-T5","203fb20ad",-19.6789984159929,7.65068574726925,8.80480308327097,59.2183074065741,15.0112784244853,0.996804188661532,0.0658159009488775,0.157764167733219,0.294372845204103,0.705627154795897,0.248085857257325,0.223580068682097
"3096ab9a",29.09944,-90.2381,2022-09-27 12:40:00,23.9,26.9,2209,NA,"PENSETS","010139743_2024-T5","11c7e8fed",-23.6722963313919,6.84071588683736,6.32804644060927,40.1125077827108,8.5236628977424,0.963432560459467,0.414458379334836,0.0451159434435215,0.901831017949887,0.0981689820501132,0.687557526110054,0.459574322778357
"5925e1f7",29.10804,-90.2317,2022-09-27 12:08:00,24.3,28,2209,NA,"PENSETS","b19292a6_2025-T4","b3866313",-22.2300843199342,9.44263674327013,8.93954614368814,29.9214476169823,7.20156779796534,0.946435550668754,0.173829687773794,0.0070630837825726,0.960954306123992,0.0390456938760084,0.296293415184247,0.180892771556366
"e49684aa",29.12894,-90.2296,2022-09-27 08:09:00,24.2,26.4,2209,NA,"PENSETS","b19292a6_2025-T4","0e780671b",-20.0013680463796,8.27078963737507,6.94892299487496,37.8582184464538,10.6969025358118,0.939874590894323,0.0064642699772153,0.208470545112539,0.0300754904435374,0.969924509556463,0.21898467267492,0.214934815089754
"77d490c5",29.11672,-90.1861,2022-09-29 04:36:00,23.6,19.5,2209,NA,"PENSETS","b19292a6_2025-T4","a02fadd5",-21.7662905224435,7.98454953471597,3.79277599941735,32.8030313017737,8.54050866863957,0.932625484746776,0.131605824717059,0.057257554497442,0.696830826941776,0.303169173058224,0.33994650298636,0.188863379214501
"39a22c63",29.1052,-90.2028,2022-09-28 06:26:00,22.3,23.4,2209,NA,"PENSETS","b19292a6_2025-T4","f443cb26",-21.1008472477831,9.59141558109314,10.3421326450908,50.3441537361868,12.687309470351,0.932056353491818,0.700703538861789,4.08235184557774e-06,0.999994173958264,5.82604173550596e-06,0.463178737103099,0.700707621213635
"ab165e76",29.14373,-90.1737,2022-09-23 09:21:00,24,NA,2209,NA,"PENSETS","b19292a6_2025-T4","b0d1352e",-21.602884395152,6.99815611079612,6.53002974811939,34.0350302290194,8.66038806404989,0.931351017659513,0.0084706440605846,0.158862106778365,0.0506215550638814,0.949378444936119,0.171998830032212,0.167332750838949
"bac32223",29.15986,-90.1909,2022-09-28 11:32:00,24.4,26.6,2209,NA,"PENSETS","b19292a6_2025-T4","d2430465",-20.3225108123123,7.483455777869,7.67279815049204,39.7551803355733,10.0119693982848,0.923070359177209,0.049174993842861,0.180081644643974,0.214497578641261,0.785502421358739,0.478370571384865,0.229256638486835
"af8bc475",29.11395,-90.2245,2022-09-25 06:38:00,25.2,NA,2209,NA,"PENSETS","b19292a6_2025-T4","f4d15f2c",-21.6936195309438,8.97979641801037,7.2059880389568,37.401656352044,10.6540702739997,0.89847726603182,0.237849821585562,0.0286482571529152,0.892501074347224,0.107498925652776,0.481536506229756,0.266498078738477
