"site_date_key","lat","lon","sample_date","salinity","temperature","sample_trip","notes","drop_processing.species_code","wrapping_inventory.tray_code","wrapping_inventory.vial_code","d13C","d15N","d34S","Concd13C","Concd15N","Concd34S","edge_man","edge_mar","edge_l.mangrove","edge_l.marsh","land_water_ratio","edge_perc"
"22dc2bdf",29.16055,-90.2458,2022-09-29 07:29:00,20.2,23.7,2209,NA,"PENSETS","b19292a6_2025-T4","1f14951cc",-17.9129888729525,6.49263562426187,5.53835993943281,47.5947599763845,12.0486426422658,1.04638665980462,0.00623780564752317,0.197365155479524,0.0306371067149205,0.969362893285079,0.790836837630043,0.203602961127048
"c5ec5e0f",29.12664,-90.1683,2022-09-26 09:36:00,21.6,31.9,2209,NA,"PENSETS","010139743_2024-T5","203fb20ad",-19.6789984159929,7.65068574726925,8.80480308327097,59.2183074065741,15.0112784244853,0.996804188661532,0.0435424858047612,0.0857016627902634,0.336901022430019,0.66309897756998,0.293982875863916,0.129244148595025
"3096ab9a",29.09944,-90.2381,2022-09-27 12:40:00,23.9,26.9,2209,NA,"PENSETS","010139743_2024-T5","11c7e8fed",-23.6722963313919,6.84071588683736,6.32804644060927,40.1125077827108,8.5236628977424,0.963432560459467,0.109379027405834,0.0275864887378624,0.79858807154846,0.20141192845154,0.646796378778091,0.136965516143696
"5925e1f7",29.10804,-90.2317,2022-09-27 12:08:00,24.3,28,2209,NA,"PENSETS","b19292a6_2025-T4","b3866313",-22.2300843199342,9.44263674327013,8.93954614368814,29.9214476169823,7.20156779796534,0.946435550668754,0.060549095828443,0.0177000916029897,0.773798397350775,0.226201602649225,0.365697887387543,0.0782491874314327
"e49684aa",29.12894,-90.2296,2022-09-27 08:09:00,24.2,26.4,2209,NA,"PENSETS","b19292a6_2025-T4","0e780671b",-20.0013680463796,8.27078963737507,6.94892299487496,37.8582184464538,10.6969025358118,0.939874590894323,0.00916751059561335,0.16952126781575,0.0513043442185756,0.948695655781424,0.212573232912931,0.178688778411363
"77d490c5",29.11672,-90.1861,2022-09-29 04:36:00,23.6,19.5,2209,NA,"PENSETS","b19292a6_2025-T4","a02fadd5",-21.7662905224435,7.98454953471597,3.79277599941735,32.8030313017737,8.54050866863957,0.932625484746776,0.0886604508122268,0.0268561319699801,0.767512755977086,0.232487244022914,0.442889686607218,0.115516582782207
"39a22c63",29.1052,-90.2028,2022-09-28 06:26:00,22.3,23.4,2209,NA,"PENSETS","b19292a6_2025-T4","f443cb26",-21.1008472477831,9.59141558109314,10.3421326450908,50.3441537361868,12.687309470351,0.932056353491818,0.176502110812031,0.00342592104686799,0.980959492462216,0.019040507537784,0.581906949129496,0.179928031858899
"ab165e76",29.14373,-90.1737,2022-09-23 09:21:00,24,NA,2209,NA,"PENSETS","b19292a6_2025-T4","b0d1352e",-21.602884395152,6.99815611079612,6.53002974811939,34.0350302290194,8.66038806404989,0.931351017659513,0.00663100402176281,0.103305108601318,0.0603168864492907,0.939683113550709,0.28782543767142,0.109936112623081
"bac32223",29.15986,-90.1909,2022-09-28 11:32:00,24.4,26.6,2209,NA,"PENSETS","b19292a6_2025-T4","d2430465",-20.3225108123123,7.483455777869,7.67279815049204,39.7551803355733,10.0119693982848,0.923070359177209,0.0062709781228684,0.122912629839116,0.0485431412065362,0.951456858793464,0.486598260288659,0.129183607961984
"af8bc475",29.11395,-90.2245,2022-09-25 06:38:00,25.2,NA,2209,NA,"PENSETS","b19292a6_2025-T4","f4d15f2c",-21.6936195309438,8.97979641801037,7.2059880389568,37.401656352044,10.6540702739997,0.89847726603182,0.0730684844737953,0.0146969843735631,0.832542518526004,0.167457481473996,0.535852570597612,0.0877654688473584
"5f2537fb",29.146,-90.2279,2022-09-28 09:23:00,21.7,26,2209,NA,"PENSETS","b19292a6_2025-T4","d573f67f",-20.0964554048057,7.17087458927265,6.14974619568724,32.800580761349,7.42946185996084,0.877273650020957,0.154579344547662,0.160992957777873,0.489838123968822,0.510161876031177,0.497496691483233,0.315572302325535
"983b722b",29.12191,-90.2248,2022-09-25 11:24:00,25.6,33.1,2209,NA,"PENSETS","b19292a6_2025-T4","d39b1a8e",-21.1189636709291,8.6259320774364,9.40959050541878,42.0589896182234,10.9618422821696,0.862675146604699,0.162471164875478,0.0324850348900655,0.833372650220242,0.166627349779758,0.378255050365103,0.194956199765543
"7b9bfc39",29.12279,-90.1768,2022-09-26 12:12:00,25.1,32.5,2209,NA,"PENSETS","b19292a6_2025-T4","e2d45503",-21.4537338328303,9.74737042080657,8.99021606341598,30.7054831494525,6.44325435437058,0.85710373022976,0.177009300960714,0.017746445531828,0.908878449794509,0.091121550205491,0.60507433950492,0.194755746492542
"05244dc3",29.1597,-90.229,2022-09-29 05:30:00,20.4,20.2,2209,NA,"PENSETS","b19292a6_2025-T4","18efc4ea6",-20.3225108123123,7.68566397248269,6.23403854166298,43.1706924283975,10.4528704461707,0.833654124556218,0.0746707286182418,0.0358060780607247,0.675895066692385,0.324104933307615,0.352812147362236,0.110476806678967
"41bfdee8",29.12095,-90.2302,2022-09-27 07:22:00,21,27.2,2209,NA,"PENSETS","010139743_2024-T5","1dd32b142",-19.4477055393819,6.77817860130477,6.96913513107748,53.2612665521918,13.3206191501503,0.82551133222522,0.181623329925748,0.135624339753875,0.572496970928622,0.427503029071378,0.47593130587706,0.317247669679623
"b7d69942",29.13289,-90.1752,2022-09-28 13:56:00,23.9,24.4,2209,NA,"PENSETS","b19292a6_2025-T4","c0d2f8f4",-20.1410405407287,7.99908667413393,8.19782476554438,34.7989581024066,9.51003711800363,0.824100059400848,0.00359546896925877,0.0942749547179336,0.0367370328420197,0.96326296715798,0.269592393108911,0.0978704236871923
"9595edb4",29.13335,-90.166,2022-09-26 10:30:00,21.4,32.8,2209,NA,"PENSETS","010139743_2024-T5","07c4d4b48",-21.1874302199772,7.83292139890722,10.1049798664414,62.6292484437783,16.3408035264789,0.823166282367244,0.0686052186259364,0.0824613673120481,0.454138936151639,0.545861063848361,0.43993727014522,0.151066585937985
"f3f8f037",29.12907,-90.1771,2022-09-28 14:34:00,23.8,24.4,2209,NA,"PENSETS","010139743_2024-T5","24e2761ce",-20.4231581059584,7.22859360470319,7.45287271571765,73.015873726025,18.5618824154865,0.803962971893886,0.000361070131091865,0.122809612668234,0.00293146163426027,0.99706853836574,0.298794153705734,0.123170682799326
"79464cf2",29.12692,-90.2252,2022-09-25 12:29:00,23.3,33.1,2209,NA,"PENSETS","010139743_2024-T5","133aa0594",-20.2691949746527,4.83595500132407,8.39977655178649,65.6634565317275,16.6338401026816,0.768904988422183,0.111465292680379,0.17236259122306,0.392721430845394,0.607278569154606,0.351912086176571,0.28382788390344
